"날짜","현재가","오픈","고가","저가","거래량","변동 %"
"2012년 11월 26일","25,800","25,800","26,300","25,750","3.74M","0.39%"
"2012년 11월 23일","25,700","25,500","25,850","25,350","2.75M","0.39%"
"2012년 11월 22일","25,600","25,250","25,700","25,000","3.15M","2.81%"
"2012년 11월 21일","24,900","25,500","25,750","24,900","3.69M","-1.78%"
"2012년 11월 20일","25,350","25,650","25,750","25,300","3.28M","0.60%"
"2012년 11월 19일","25,200","25,200","25,500","24,750","3.92M","1.00%"
"2012년 11월 16일","24,950","26,100","26,300","24,550","9.26M","-4.59%"
"2012년 11월 15일","26,150","26,350","26,550","25,900","4.73M","-1.69%"
"2012년 11월 14일","26,600","25,550","26,700","25,500","8.66M","4.93%"
"2012년 11월 13일","25,350","25,200","25,550","25,000","3.27M","0.20%"
"2012년 11월 12일","25,300","25,200","25,550","24,800","4.31M","-0.39%"
"2012년 11월 09일","25,400","25,700","25,950","25,350","5.19M","-2.50%"
"2012년 11월 08일","26,050","25,600","26,100","25,350","4.51M","0.19%"
"2012년 11월 07일","26,000","26,000","26,100","25,450","4.31M","0.39%"
"2012년 11월 06일","25,900","26,250","26,300","25,550","5.01M","-0.96%"
"2012년 11월 05일","26,150","25,950","26,350","25,750","3.33M","0.77%"
"2012년 11월 02일","25,950","26,000","26,300","25,900","6.58M","1.76%"
"2012년 11월 01일","25,500","24,950","25,900","24,700","8.30M","2.62%"
"2012년 10월 31일","24,850","24,800","25,000","24,650","5.72M","2.26%"
"2012년 10월 30일","24,300","24,500","24,750","24,200","3.75M","0.83%"
"2012년 10월 29일","24,100","24,550","24,950","23,900","6.18M","0.00%"
"2012년 10월 26일","24,100","24,300","24,650","24,000","3.78M","-0.82%"
"2012년 10월 25일","24,300","24,150","24,800","24,050","7.76M","1.25%"
"2012년 10월 24일","24,000","23,500","24,150","23,350","8.65M","4.12%"
"2012년 10월 23일","23,050","23,400","23,700","23,050","2.83M","-1.50%"
"2012년 10월 22일","23,400","22,700","23,450","22,650","2.49M","0.43%"
"2012년 10월 19일","23,300","23,550","23,750","23,250","2.64M","-1.06%"
"2012년 10월 18일","23,550","23,500","23,650","23,200","2.67M","0.21%"
"2012년 10월 17일","23,500","23,400","23,600","23,200","4.59M","2.84%"
"2012년 10월 16일","22,850","22,700","23,050","22,700","3.89M","2.70%"
"2012년 10월 15일","22,250","22,550","22,700","22,100","3.00M","-1.33%"
"2012년 10월 12일","22,550","22,900","23,000","22,250","4.25M","-1.53%"
"2012년 10월 11일","22,900","22,800","23,100","22,600","2.94M","-0.43%"
"2012년 10월 10일","23,000","23,250","23,300","23,000","3.00M","-2.34%"
"2012년 10월 09일","23,550","23,800","23,900","23,550","3.46M","-0.63%"
"2012년 10월 08일","23,700","23,350","23,850","23,300","5.64M","1.94%"
"2012년 10월 05일","23,250","23,400","23,600","23,150","3.11M","0.43%"
"2012년 10월 04일","23,150","22,850","23,500","22,750","6.17M","2.89%"
"2012년 10월 02일","22,500","22,950","23,000","22,350","2.84M","-1.10%"
"2012년 09월 28일","22,750","22,950","23,250","22,600","3.75M","-0.66%"
"2012년 09월 27일","22,900","22,550","22,950","22,450","3.51M","0.66%"
"2012년 09월 26일","22,750","22,600","22,950","22,450","3.20M","-0.66%"
"2012년 09월 25일","22,900","23,250","23,350","22,750","5.36M","-2.55%"
"2012년 09월 24일","23,500","23,950","24,000","23,350","3.49M","-1.47%"
"2012년 09월 21일","23,850","24,200","24,250","23,650","4.78M","-0.21%"
"2012년 09월 20일","23,900","23,700","24,650","23,600","12.22M","1.70%"
"2012년 09월 19일","23,500","22,950","23,650","22,900","7.64M","2.84%"
"2012년 09월 18일","22,850","22,950","23,300","22,800","3.82M","-0.44%"
"2012년 09월 17일","22,950","23,150","23,200","22,850","4.23M","0.00%"
"2012년 09월 14일","22,950","22,550","23,000","22,350","10.49M","5.03%"
"2012년 09월 13일","21,850","22,100","22,150","21,800","4.21M","-1.58%"
"2012년 09월 12일","22,200","22,200","22,400","22,000","3.24M","1.14%"
"2012년 09월 11일","21,950","22,150","22,150","21,800","3.64M","-1.35%"
"2012년 09월 10일","22,250","22,350","22,500","22,150","4.73M","-1.11%"
"2012년 09월 07일","22,500","22,000","22,550","21,750","15.19M","7.66%"
"2012년 09월 06일","20,900","21,400","21,400","20,550","9.00M","-1.42%"
"2012년 09월 05일","21,200","21,500","21,650","21,200","3.81M","-1.40%"
"2012년 09월 04일","21,500","21,350","21,800","21,250","3.72M","0.47%"
"2012년 09월 03일","21,400","21,200","21,450","20,900","3.50M","0.94%"
"2012년 08월 31일","21,200","20,950","21,400","20,950","2.68M","0.00%"
"2012년 08월 30일","21,200","21,400","21,450","21,050","3.25M","-1.17%"
"2012년 08월 29일","21,450","21,350","21,600","21,250","4.27M","0.70%"
"2012년 08월 28일","21,300","21,700","21,850","21,100","6.90M","-1.84%"
"2012년 08월 27일","21,700","21,650","22,200","21,550","5.27M","-0.46%"
"2012년 08월 24일","21,800","22,000","22,450","21,750","6.14M","-2.68%"
"2012년 08월 23일","22,400","22,850","22,900","22,300","6.30M","-1.97%"
"2012년 08월 22일","22,850","23,150","23,300","22,650","4.55M","-1.08%"
"2012년 08월 21일","23,100","22,650","23,350","22,650","9.12M","2.44%"
"2012년 08월 20일","22,550","22,300","22,750","22,250","3.26M","0.22%"
"2012년 08월 17일","22,500","22,450","22,650","22,300","4.09M","1.35%"
"2012년 08월 16일","22,200","22,800","22,950","22,100","7.75M","-3.06%"
"2012년 08월 14일","22,900","22,700","23,000","22,600","3.64M","0.88%"
"2012년 08월 13일","22,700","23,150","23,250","22,600","3.40M","-1.30%"
"2012년 08월 10일","23,000","22,900","23,050","22,750","3.97M","0.44%"
"2012년 08월 09일","22,900","22,800","22,950","22,450","8.17M","0.66%"
"2012년 08월 08일","22,750","22,300","23,000","22,250","10.75M","3.41%"
"2012년 08월 07일","22,000","21,800","22,200","21,650","4.72M","1.15%"
"2012년 08월 06일","21,750","21,500","22,000","21,400","6.70M","3.82%"
"2012년 08월 03일","20,950","21,150","21,250","20,850","5.48M","-2.78%"
"2012년 08월 02일","21,550","21,650","21,800","21,300","4.80M","0.23%"
"2012년 08월 01일","21,500","21,900","22,100","21,450","5.59M","-0.92%"
"2012년 07월 31일","21,700","21,350","21,900","21,200","7.19M","1.88%"
"2012년 07월 30일","21,300","21,500","21,800","21,250","4.90M","0.71%"
"2012년 07월 27일","21,150","20,850","21,250","20,700","7.41M","3.68%"
"2012년 07월 26일","20,400","20,700","20,800","20,250","5.94M","0.00%"
"2012년 07월 25일","20,400","20,350","20,850","20,100","6.23M","-1.92%"
"2012년 07월 24일","20,800","20,550","21,150","20,550","7.11M","2.21%"
"2012년 07월 23일","20,350","20,800","20,850","20,200","6.89M","-4.24%"
"2012년 07월 20일","21,250","20,800","21,550","20,750","7.84M","4.17%"
"2012년 07월 19일","20,400","20,700","20,800","20,300","7.37M","0.74%"
"2012년 07월 18일","20,250","21,250","21,500","20,150","12.90M","-4.93%"
"2012년 07월 17일","21,300","21,550","21,700","21,250","9.08M","-2.29%"
"2012년 07월 16일","21,800","22,450","22,600","21,750","6.31M","-2.68%"
"2012년 07월 13일","22,400","22,250","22,450","21,450","6.59M","0.67%"
"2012년 07월 12일","22,250","23,000","23,150","22,250","5.40M","-3.05%"
"2012년 07월 11일","22,950","23,450","23,700","22,900","5.12M","-3.16%"
"2012년 07월 10일","23,700","23,850","23,900","23,500","2.63M","0.00%"
"2012년 07월 09일","23,700","23,700","23,950","23,550","3.05M","-1.25%"
"2012년 07월 06일","24,000","24,000","24,450","23,850","3.74M","0.84%"
"2012년 07월 05일","23,800","23,950","24,200","23,750","2.64M","-1.04%"
"2012년 07월 04일","24,050","24,400","24,650","24,000","3.18M","-1.03%"
"2012년 07월 03일","24,300","23,800","24,300","23,800","3.04M","2.53%"
"2012년 07월 02일","23,700","24,300","24,350","23,700","3.86M","-0.63%"
"2012년 06월 29일","23,850","23,050","23,900","22,850","4.66M","2.36%"
"2012년 06월 28일","23,300","22,800","23,400","22,800","3.46M","2.19%"
"2012년 06월 27일","22,800","23,200","23,250","22,600","4.74M","-1.30%"
"2012년 06월 26일","23,100","22,950","23,400","22,900","4.06M","0.22%"
"2012년 06월 25일","23,050","24,100","24,350","22,700","9.39M","-4.36%"
"2012년 06월 22일","24,100","24,050","24,350","23,950","4.49M","-1.83%"
"2012년 06월 21일","24,550","24,800","24,950","24,300","3.74M","-1.01%"
"2012년 06월 20일","24,800","24,350","25,100","24,200","9.15M","3.98%"
"2012년 06월 19일","23,850","23,650","24,000","23,450","3.78M","1.06%"
"2012년 06월 18일","23,600","24,100","24,200","23,550","5.02M","0.85%"
"2012년 06월 15일","23,400","23,550","23,650","23,150","6.27M","-2.09%"
"2012년 06월 14일","23,900","23,350","23,950","23,350","4.97M","1.06%"
"2012년 06월 13일","23,650","23,850","23,950","23,200","4.65M","0.42%"
"2012년 06월 12일","23,550","22,550","23,850","22,350","7.91M","2.17%"
"2012년 06월 11일","23,050","22,400","23,150","22,350","6.80M","5.98%"
"2012년 06월 08일","21,750","22,450","22,500","21,700","5.43M","-3.55%"
"2012년 06월 07일","22,550","22,500","22,900","22,450","7.09M","4.16%"
"2012년 06월 05일","21,650","21,800","21,900","21,500","5.29M","0.46%"
"2012년 06월 04일","21,550","21,700","22,150","21,350","9.42M","-5.27%"
"2012년 06월 01일","22,750","23,050","23,250","22,750","3.48M","-1.52%"
"2012년 05월 31일","23,100","23,000","23,200","22,600","4.88M","-1.49%"
"2012년 05월 30일","23,450","23,550","23,750","23,150","5.09M","0.00%"
"2012년 05월 29일","23,450","22,250","23,500","22,200","8.61M","6.59%"
"2012년 05월 25일","22,000","22,650","22,800","21,800","7.72M","-1.79%"
"2012년 05월 24일","22,400","22,450","22,950","22,000","6.37M","0.00%"
"2012년 05월 23일","22,400","23,400","23,400","22,300","9.17M","-4.88%"
"2012년 05월 22일","23,550","24,050","24,100","23,400","7.44M","0.64%"
"2012년 05월 21일","23,400","24,200","24,300","23,200","6.17M","-0.85%"
"2012년 05월 18일","23,600","23,850","24,450","23,450","6.94M","-3.67%"
"2012년 05월 17일","24,500","23,300","24,650","23,050","12.01M","6.29%"
"2012년 05월 16일","23,050","24,900","24,950","22,900","16.14M","-8.89%"
"2012년 05월 15일","25,300","25,800","25,950","24,750","7.09M","-3.07%"
"2012년 05월 14일","26,100","25,500","26,200","25,450","4.86M","2.76%"
"2012년 05월 11일","25,400","26,450","26,550","25,300","6.75M","-4.51%"
"2012년 05월 10일","26,600","26,100","26,850","26,100","4.75M","1.53%"
"2012년 05월 09일","26,200","26,450","26,850","26,050","6.82M","-1.69%"
"2012년 05월 08일","26,650","27,450","27,500","26,500","6.28M","-2.20%"
"2012년 05월 07일","27,250","27,750","27,950","27,150","5.45M","-3.20%"
"2012년 05월 04일","28,150","27,050","28,900","26,800","10.87M","3.30%"
"2012년 05월 03일","27,250","27,300","27,850","27,150","4.01M","-0.37%"
"2012년 05월 02일","27,350","28,300","28,350","27,100","7.15M","-2.50%"
"2012년 04월 30일","28,050","28,050","28,450","27,800","3.74M","0.00%"
"2012년 04월 27일","28,050","27,400","28,250","27,350","4.52M","3.13%"
"2012년 04월 26일","27,200","27,500","27,700","27,000","4.83M","0.55%"
"2012년 04월 25일","27,050","27,600","27,700","27,000","4.81M","-0.73%"
"2012년 04월 24일","27,250","27,500","27,850","27,050","4.72M","-1.98%"
"2012년 04월 23일","27,800","27,650","28,450","27,600","4.52M","0.54%"
"2012년 04월 20일","27,650","28,200","28,350","27,600","5.59M","-3.99%"
"2012년 04월 19일","28,800","27,900","29,000","27,500","5.97M","2.67%"
"2012년 04월 18일","28,050","28,850","28,950","28,050","5.45M","-0.88%"
"2012년 04월 17일","28,300","29,200","29,250","28,250","4.64M","-3.25%"
"2012년 04월 16일","29,250","28,700","29,450","28,550","4.14M","0.86%"
"2012년 04월 13일","29,000","27,750","29,050","27,650","6.96M","6.62%"
"2012년 04월 12일","27,200","27,800","27,850","26,850","5.53M","-1.98%"
"2012년 04월 10일","27,750","28,050","28,350","27,350","5.09M","-1.07%"
"2012년 04월 09일","28,050","28,800","29,350","27,900","5.54M","-4.10%"
"2012년 04월 06일","29,250","29,700","29,900","29,250","3.17M","-2.01%"
"2012년 04월 05일","29,850","28,750","30,050","28,300","8.87M","1.53%"
"2012년 04월 04일","29,400","30,250","30,350","29,350","4.39M","-2.97%"
"2012년 04월 03일","30,300","29,550","30,400","29,350","6.68M","3.24%"
"2012년 04월 02일","29,350","29,150","29,550","29,100","4.71M","0.34%"
"2012년 03월 30일","29,250","30,400","30,450","29,100","9.73M","-4.10%"
"2012년 03월 29일","30,500","30,350","30,900","30,350","4.28M","-0.16%"
